Strategy,Date,From State,To State,From Asset,To Asset,Trade,Whipsaw,Duration Days,Exit Timing,Re-entry Timing,Downside Avoided,Transition Quality
A-RVol v3 (NASDAQ 2-State Cash),1998-09-01,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),1998-09-02,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,48,0.019655087514817593,,-0.026389227873777843,82.11113822990222
A-RVol v3 (NASDAQ 2-State Cash),1998-11-10,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,17,,0.02710449455704733,,93.84495078610274
A-RVol v3 (NASDAQ 2-State Cash),1998-12-04,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,21,0.09563822637049757,,-0.09304945543168353,87.44395643453468
A-RVol v3 (NASDAQ 2-State Cash),1999-01-06,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,13,,0.10259595298657942,,65.83330087125866
A-RVol v3 (NASDAQ 2-State Cash),1999-01-26,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,113,0.03218928294844203,,-0.22541935639816568,98.03354851185327
A-RVol v3 (NASDAQ 2-State Cash),1999-07-08,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,70,,0.2910211586878233,,50.41872440272559
A-RVol v3 (NASDAQ 2-State Cash),1999-10-15,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,15,0.057861379373630895,,0.0,80.0
A-RVol v3 (NASDAQ 2-State Cash),1999-11-05,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,40,,0.0,,100.0
A-RVol v3 (NASDAQ 2-State Cash),2000-01-04,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,162,0.039929505738220294,,-0.27607457356038645,100.0
A-RVol v3 (NASDAQ 2-State Cash),2000-08-24,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,17,,0.38135775243890446,,41.806245798610746
A-RVol v3 (NASDAQ 2-State Cash),2000-09-19,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,647,0.051609766871538953,,-0.053846281356629055,84.30770250853033
A-RVol v3 (NASDAQ 2-State Cash),2003-04-22,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,89,,0.05691071154255534,,83.94162956274052
A-RVol v3 (NASDAQ 2-State Cash),2003-08-27,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,13,,,,
A-RVol v3 (NASDAQ 2-State Cash),2003-09-16,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,78,,,,
A-RVol v3 (NASDAQ 2-State Cash),2004-01-07,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,24,,,,
A-RVol v3 (NASDAQ 2-State Cash),2004-02-11,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,12,,,,
A-RVol v3 (NASDAQ 2-State Cash),2004-03-01,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,10,,,,
A-RVol v3 (NASDAQ 2-State Cash),2004-03-15,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,4,,,,
A-RVol v3 (NASDAQ 2-State Cash),2004-03-19,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,4,-0.019703676823605742,,-0.02219725060690858,79.41133882972
A-RVol v3 (NASDAQ 2-State Cash),2004-03-25,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,45,,0.022701153807029195,,88.5793199442306
A-RVol v3 (NASDAQ 2-State Cash),2004-05-28,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,16,,,,
A-RVol v3 (NASDAQ 2-State Cash),2004-06-23,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,19,,,,
A-RVol v3 (NASDAQ 2-State Cash),2004-07-21,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,20,-0.04340692489153519,,-0.02327149275871543,76.652888433713
A-RVol v3 (NASDAQ 2-State Cash),2004-08-18,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,61,,0.023825958376544554,,86.17639605919365
A-RVol v3 (NASDAQ 2-State Cash),2004-11-12,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,57,,,,
A-RVol v3 (NASDAQ 2-State Cash),2005-02-04,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,26,,,,
A-RVol v3 (NASDAQ 2-State Cash),2005-03-15,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,26,,,,
A-RVol v3 (NASDAQ 2-State Cash),2005-04-21,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,20,,,,
A-RVol v3 (NASDAQ 2-State Cash),2005-05-19,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,109,,,,
A-RVol v3 (NASDAQ 2-State Cash),2005-10-24,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,18,,,,
A-RVol v3 (NASDAQ 2-State Cash),2005-11-17,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,33,,,,
A-RVol v3 (NASDAQ 2-State Cash),2006-01-06,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,9,,,,
A-RVol v3 (NASDAQ 2-State Cash),2006-01-20,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,15,-0.09015906749718172,,-0.04535088734244086,72.80898288773346
A-RVol v3 (NASDAQ 2-State Cash),2006-02-10,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,30,,0.047505294606300597,,78.40280042374498
A-RVol v3 (NASDAQ 2-State Cash),2006-03-27,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,44,,,,
A-RVol v3 (NASDAQ 2-State Cash),2006-05-30,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,2,,,,
A-RVol v3 (NASDAQ 2-State Cash),2006-06-01,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,51,-0.036478336945075185,,0.0,75.62259956659098
A-RVol v3 (NASDAQ 2-State Cash),2006-08-14,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,22,,0.0,,99.3884519262823
A-RVol v3 (NASDAQ 2-State Cash),2006-09-14,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,112,,,,
A-RVol v3 (NASDAQ 2-State Cash),2007-02-27,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,1,,,,
A-RVol v3 (NASDAQ 2-State Cash),2007-02-28,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,14,0.014886213420662653,,0.0,80.0
A-RVol v3 (NASDAQ 2-State Cash),2007-03-20,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,10,,0.0,,82.77192109739684
A-RVol v3 (NASDAQ 2-State Cash),2007-04-03,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,82,,,,
A-RVol v3 (NASDAQ 2-State Cash),2007-07-31,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,1,,,,
A-RVol v3 (NASDAQ 2-State Cash),2007-08-01,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,39,0.01621535077113001,,0.0,80.0
A-RVol v3 (NASDAQ 2-State Cash),2007-09-26,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,2,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),2007-09-28,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,15,,,,
A-RVol v3 (NASDAQ 2-State Cash),2007-10-19,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,2,,,,
A-RVol v3 (NASDAQ 2-State Cash),2007-10-23,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,132,0.0019078242793071354,,-0.047426544449248986,83.79412355593992
A-RVol v3 (NASDAQ 2-State Cash),2008-05-02,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,24,,0.04978780814528183,,79.65250461752623
A-RVol v3 (NASDAQ 2-State Cash),2008-06-06,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,250,0.024749932934895247,,-0.1341940441783076,90.73552353426462
A-RVol v3 (NASDAQ 2-State Cash),2009-06-04,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,21,,0.15499320982488607,,62.02288877931933
A-RVol v3 (NASDAQ 2-State Cash),2009-07-06,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.15524549816237576,,0.0,61.37054022051491
A-RVol v3 (NASDAQ 2-State Cash),2009-07-07,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),2009-07-08,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.13695595406784333,,0.0,63.5652855118588
A-RVol v3 (NASDAQ 2-State Cash),2009-07-09,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),2009-07-10,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.07691112434449099,,0.0,70.77066507866108
A-RVol v3 (NASDAQ 2-State Cash),2009-07-13,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,17,,0.0,,100.0
A-RVol v3 (NASDAQ 2-State Cash),2009-08-05,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,8,,,,
A-RVol v3 (NASDAQ 2-State Cash),2009-08-17,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,10,,,,
A-RVol v3 (NASDAQ 2-State Cash),2009-08-31,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.08553318020742551,,-0.003031021249527699,69.97850007507115
A-RVol v3 (NASDAQ 2-State Cash),2009-09-01,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),2009-09-02,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.06832342059500207,,0.0,71.80118952859975
A-RVol v3 (NASDAQ 2-State Cash),2009-09-03,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),2009-09-04,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,0.017609872665867332,,0.0,80.0
A-RVol v3 (NASDAQ 2-State Cash),2009-09-08,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,10,,0.0,,86.56611201287839
A-RVol v3 (NASDAQ 2-State Cash),2009-09-22,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,10,,,,
A-RVol v3 (NASDAQ 2-State Cash),2009-10-06,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,12,,,,
A-RVol v3 (NASDAQ 2-State Cash),2009-10-22,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,6,,,,
A-RVol v3 (NASDAQ 2-State Cash),2009-10-30,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,26,,,,
A-RVol v3 (NASDAQ 2-State Cash),2009-12-08,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,30,,,,
A-RVol v3 (NASDAQ 2-State Cash),2010-01-22,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,5,,,,
A-RVol v3 (NASDAQ 2-State Cash),2010-01-29,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,11,0.0202861540130983,,-0.011198012093240006,80.89584096745921
A-RVol v3 (NASDAQ 2-State Cash),2010-02-16,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,8,,0.011324827650220914,,77.74517971451428
A-RVol v3 (NASDAQ 2-State Cash),2010-02-26,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,46,,,,
A-RVol v3 (NASDAQ 2-State Cash),2010-05-04,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,2,,,,
A-RVol v3 (NASDAQ 2-State Cash),2010-05-06,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,2,-0.16560398037053037,,-0.22463599746810792,78.09840215298499
A-RVol v3 (NASDAQ 2-State Cash),2010-05-10,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),2010-05-11,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,54,-0.020650190381356515,,-0.15819832345250084,90.17784303043729
A-RVol v3 (NASDAQ 2-State Cash),2010-07-28,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,17,,0.1009146280104325,,72.26045297722372
A-RVol v3 (NASDAQ 2-State Cash),2010-08-20,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,16,0.012665149360054917,,0.0,80.0
A-RVol v3 (NASDAQ 2-State Cash),2010-09-14,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,8,,0.0,,87.4516635540654
A-RVol v3 (NASDAQ 2-State Cash),2010-09-24,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,47,,,,
A-RVol v3 (NASDAQ 2-State Cash),2010-12-01,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,11,,,,
A-RVol v3 (NASDAQ 2-State Cash),2010-12-16,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,52,,,,
A-RVol v3 (NASDAQ 2-State Cash),2011-03-03,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,24,,,,
A-RVol v3 (NASDAQ 2-State Cash),2011-04-06,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,48,,,,
A-RVol v3 (NASDAQ 2-State Cash),2011-06-15,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,1,,,,
A-RVol v3 (NASDAQ 2-State Cash),2011-06-16,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,4,-0.03206862668113919,,-0.026448117963195017,78.26761423531889
A-RVol v3 (NASDAQ 2-State Cash),2011-06-22,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,28,,0.027166624040479315,,96.74000511514248
A-RVol v3 (NASDAQ 2-State Cash),2011-08-02,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,99,-0.09716521977765935,,0.0,68.34017362668087
A-RVol v3 (NASDAQ 2-State Cash),2011-12-21,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,14,,0.0,,91.80469732360538
A-RVol v3 (NASDAQ 2-State Cash),2012-01-12,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,71,,,,
A-RVol v3 (NASDAQ 2-State Cash),2012-04-25,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,15,,,,
A-RVol v3 (NASDAQ 2-State Cash),2012-05-16,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,3,,,,
A-RVol v3 (NASDAQ 2-State Cash),2012-05-21,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,7,,,,
A-RVol v3 (NASDAQ 2-State Cash),2012-05-31,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.11383365657640976,,0.0,66.33996121083082
A-RVol v3 (NASDAQ 2-State Cash),2012-06-01,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),2012-06-04,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.0823656947571394,,0.0,70.11611662914328
A-RVol v3 (NASDAQ 2-State Cash),2012-06-05,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,49,,0.0,,95.00581188663288
A-RVol v3 (NASDAQ 2-State Cash),2012-08-14,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,58,,,,
A-RVol v3 (NASDAQ 2-State Cash),2012-11-07,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,16,,,,
A-RVol v3 (NASDAQ 2-State Cash),2012-11-30,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,21,,,,
A-RVol v3 (NASDAQ 2-State Cash),2013-01-02,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,15,,,,
A-RVol v3 (NASDAQ 2-State Cash),2013-01-24,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,58,,,,
A-RVol v3 (NASDAQ 2-State Cash),2013-04-18,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,14,,,,
A-RVol v3 (NASDAQ 2-State Cash),2013-05-08,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,33,,,,
A-RVol v3 (NASDAQ 2-State Cash),2013-06-25,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,12,,,,
A-RVol v3 (NASDAQ 2-State Cash),2013-07-12,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,67,,,,
A-RVol v3 (NASDAQ 2-State Cash),2013-10-16,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,9,,,,
A-RVol v3 (NASDAQ 2-State Cash),2013-10-29,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,59,,,,
A-RVol v3 (NASDAQ 2-State Cash),2014-01-24,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,4,,,,
A-RVol v3 (NASDAQ 2-State Cash),2014-01-30,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,17,-0.0036055774828901432,,-0.05352890565491231,83.84964315444617
A-RVol v3 (NASDAQ 2-State Cash),2014-02-25,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),2014-02-26,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,24,,,,
A-RVol v3 (NASDAQ 2-State Cash),2014-04-01,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,3,,,,
A-RVol v3 (NASDAQ 2-State Cash),2014-04-04,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,19,-0.0049390453706007476,,-0.03706187011095441,82.37226416440426
A-RVol v3 (NASDAQ 2-State Cash),2014-05-02,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,10,,0.038488319197854226,,73.3165461381171
A-RVol v3 (NASDAQ 2-State Cash),2014-05-16,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,97,,,,
A-RVol v3 (NASDAQ 2-State Cash),2014-10-03,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,3,,,,
A-RVol v3 (NASDAQ 2-State Cash),2014-10-08,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,23,0.005475170602889934,,0.0,80.0
A-RVol v3 (NASDAQ 2-State Cash),2014-11-10,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),2014-11-11,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,26,,,,
A-RVol v3 (NASDAQ 2-State Cash),2014-12-18,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,1,,,,
A-RVol v3 (NASDAQ 2-State Cash),2014-12-19,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,39,0.004292965342373112,,-0.05919479995669952,84.73558399653596
A-RVol v3 (NASDAQ 2-State Cash),2015-02-18,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),2015-02-19,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,52,,,,
A-RVol v3 (NASDAQ 2-State Cash),2015-05-05,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,19,,,,
A-RVol v3 (NASDAQ 2-State Cash),2015-06-02,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,28,,,,
A-RVol v3 (NASDAQ 2-State Cash),2015-07-13,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,29,,,,
A-RVol v3 (NASDAQ 2-State Cash),2015-08-21,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,3,-0.22771753984963472,,-0.056830393823458114,57.22032672392048
A-RVol v3 (NASDAQ 2-State Cash),2015-08-26,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),2015-08-27,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,36,0.017927091565181907,,-0.03239735606843319,82.59178848547465
A-RVol v3 (NASDAQ 2-State Cash),2015-10-19,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,35,,0.03348208716834011,,89.20500468792576
A-RVol v3 (NASDAQ 2-State Cash),2015-12-08,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.062169668231645714,,-0.21928929000168484,90.0827830123373
A-RVol v3 (NASDAQ 2-State Cash),2015-12-09,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,2,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),2015-12-11,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.09421568222860266,,-0.24526821863348813,88.31557562324673
A-RVol v3 (NASDAQ 2-State Cash),2015-12-14,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,13,,0.03972786480799306,,81.37452275535135
A-RVol v3 (NASDAQ 2-State Cash),2016-01-04,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,18,-0.008365360392361798,,-0.21567324005792476,96.25001595755056
A-RVol v3 (NASDAQ 2-State Cash),2016-01-29,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),2016-02-01,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,26,-0.030048504694468625,,-0.0037751372116485715,76.69619041359564
A-RVol v3 (NASDAQ 2-State Cash),2016-03-09,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,14,,0.0037894428784703837,,85.9587882919672
A-RVol v3 (NASDAQ 2-State Cash),2016-03-30,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,61,,,,
A-RVol v3 (NASDAQ 2-State Cash),2016-06-24,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,1,,,,
A-RVol v3 (NASDAQ 2-State Cash),2016-06-27,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,4,-0.02942302869322888,,-0.01771838624702471,77.88670745657451
A-RVol v3 (NASDAQ 2-State Cash),2016-07-01,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,11,,0.01803799032675424,,88.01159341898546
A-RVol v3 (NASDAQ 2-State Cash),2016-07-19,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,220,,,,
A-RVol v3 (NASDAQ 2-State Cash),2017-06-02,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,4,,,,
A-RVol v3 (NASDAQ 2-State Cash),2017-06-08,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,1,,,,
A-RVol v3 (NASDAQ 2-State Cash),2017-06-09,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,6,,,,
A-RVol v3 (NASDAQ 2-State Cash),2017-06-19,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,23,-0.0015144824794239842,,-0.06683978687700587,85.1654450526296
A-RVol v3 (NASDAQ 2-State Cash),2017-07-21,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,2,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),2017-07-25,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,17,,,,
A-RVol v3 (NASDAQ 2-State Cash),2017-08-17,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,1,,,,
A-RVol v3 (NASDAQ 2-State Cash),2017-08-18,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,14,-0.0373256731081999,,-0.025098827601127582,77.52882543510623
A-RVol v3 (NASDAQ 2-State Cash),2017-09-08,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,10,,0.0,,82.8427273008335
A-RVol v3 (NASDAQ 2-State Cash),2017-09-22,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,25,,,,
A-RVol v3 (NASDAQ 2-State Cash),2017-10-27,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,15,,,,
A-RVol v3 (NASDAQ 2-State Cash),2017-11-17,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,10,,,,
A-RVol v3 (NASDAQ 2-State Cash),2017-12-04,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,15,,,,
A-RVol v3 (NASDAQ 2-State Cash),2017-12-26,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,26,,,,
A-RVol v3 (NASDAQ 2-State Cash),2018-02-02,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,1,,,,
A-RVol v3 (NASDAQ 2-State Cash),2018-02-05,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,69,-0.03234858457965084,,-0.009207467554657067,76.85476725481448
A-RVol v3 (NASDAQ 2-State Cash),2018-05-15,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,2,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),2018-05-17,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,38,,,,
A-RVol v3 (NASDAQ 2-State Cash),2018-07-12,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,5,,,,
A-RVol v3 (NASDAQ 2-State Cash),2018-07-19,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,58,,,,
A-RVol v3 (NASDAQ 2-State Cash),2018-10-10,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,1,,,,
A-RVol v3 (NASDAQ 2-State Cash),2018-10-11,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,10,-0.11355797129217027,,-0.21412657308717165,83.50316929191331
A-RVol v3 (NASDAQ 2-State Cash),2018-10-25,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,1,,0.0,,
A-RVol v3 (NASDAQ 2-State Cash),2018-10-26,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,63,0.0026718076791503176,,0.0,80.0
A-RVol v3 (NASDAQ 2-State Cash),2019-01-30,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,31,,0.0,,90.6773492611886
A-RVol v3 (NASDAQ 2-State Cash),2019-03-15,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,40,,,,
A-RVol v3 (NASDAQ 2-State Cash),2019-05-13,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,9,,,,
A-RVol v3 (NASDAQ 2-State Cash),2019-05-24,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,7,-0.09779390727999848,,0.0,68.26473112640019
A-RVol v3 (NASDAQ 2-State Cash),2019-06-05,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,17,,0.0,,95.40237722617019
A-RVol v3 (NASDAQ 2-State Cash),2019-06-28,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,25,,,,
A-RVol v3 (NASDAQ 2-State Cash),2019-08-05,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,9,,,,
A-RVol v3 (NASDAQ 2-State Cash),2019-08-16,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,13,0.04161296854439245,,-0.11644493125841249,89.315594500673
A-RVol v3 (NASDAQ 2-State Cash),2019-09-05,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,7,,0.017648989049943165,,79.61639314340374
A-RVol v3 (NASDAQ 2-State Cash),2019-09-16,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,19,,,,
A-RVol v3 (NASDAQ 2-State Cash),2019-10-11,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,10,,,,
A-RVol v3 (NASDAQ 2-State Cash),2019-10-25,MODERATE,AGGRESSIVE,TQQQ,TQQQ,False,False,68,,,,
A-RVol v3 (NASDAQ 2-State Cash),2020-02-04,AGGRESSIVE,MODERATE,TQQQ,TQQQ,False,False,13,,,,
A-RVol v3 (NASDAQ 2-State Cash),2020-02-24,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,61,0.05044751594214092,,-0.03074086766070272,82.45926941285622
A-RVol v3 (NASDAQ 2-State Cash),2020-05-20,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,14,,0.031715840104090676,,80.00642145138715
